protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
oscore,eth,1024,p2,cbor,dns_cbor,0.2,nb,,23764,393,19236,6839,0.6092331581462016,0.9456581858407079,0.26228187919463086,0.41066442489566757
oscore,eth,1024,p2,cbor,dns_cbor,0.2,knn,"algorithm=brute,n_jobs=-1",18453,5704,7768,18307,0.7318044274566013,0.7624422139852568,0.7020901246404602,0.7310226410573814
oscore,eth,1024,p2,cbor,dns_cbor,0.2,dt,,19082,5075,4536,21539,0.8086677814938684,0.8093108890057864,0.8260402684563758,0.8175900092998538
oscore,eth,1024,p2,cbor,dns_cbor,0.2,rf,"n_estimators=250,max_depth=9",22626,1531,5067,21008,0.8686494664755534,0.9320732951772484,0.8056759348034516,0.8642777800633562
oscore,eth,1024,p2,cbor,dns_cbor,0.2,lr,max_iter=2400,21214,2966,4448,21604,0.8524048415352763,0.8792836792836792,0.8292645478274221,0.853541938287701
