protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
oscore,eth,1024,d2,json,dns_cbor,0.2,nb,,25352,0,192,23949,0.9961206635281757,1.0,0.9920467254877594,0.9960074859638178
oscore,eth,1024,d2,json,dns_cbor,0.2,lr,max_iter=2600,25352,0,0,24141,1.0,1.0,1.0,1.0
oscore,eth,1024,d2,json,dns_cbor,0.2,knn,"algorithm=brute,n_jobs=-1",25352,0,0,24141,1.0,1.0,1.0,1.0
oscore,eth,1024,d2,json,dns_cbor,0.2,dt,,25352,0,0,24141,1.0,1.0,1.0,1.0
oscore,eth,1024,d2,json,dns_cbor,0.2,rf,"n_estimators=250,max_depth=9",25352,0,0,24141,1.0,1.0,1.0,1.0
