protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
coaps,eth,1024,d2,cbor,dns_message,0.2,nb,,24952,98,701,23373,0.9837350378633661,0.9958246346555324,0.9708814488659965,0.9831948680197707
coaps,eth,1024,d2,cbor,dns_message,0.2,lr,max_iter=2600,25050,0,0,24074,1.0,1.0,1.0,1.0
coaps,eth,1024,d2,cbor,dns_message,0.2,knn,"algorithm=brute,n_jobs=-1",25050,0,1,24073,0.9999796433515186,1.0,0.9999584614106505,0.9999792302739526
coaps,eth,1024,d2,cbor,dns_message,0.2,dt,,25050,0,0,24074,1.0,1.0,1.0,1.0
coaps,eth,1024,d2,cbor,dns_message,0.2,rf,"n_estimators=250,max_depth=9",25050,0,0,24074,1.0,1.0,1.0,1.0
