scenario,protocol,l2,l2_mode,setup,data format,DNS format,blocksize,SCHC fragments,DNS SCHC fragments,data SCHC fragments,blockwise frames,blockwise DNS frames,blockwise data frames,blockwise SCHC fragments,blockwise DNS SCHC fragments,blockwise data SCHC fragments,frames,requests,responses,DNS frames,data frames,other frames,DNS requests,DNS responses,data requests,data responses,other requests,other responses,all lengths mean,all lengths std,all lengths min,all lengths q.05,all lengths q.25,all lengths median,all lengths q.75,all lengths q.95,all lengths max,DNS lengths mean,DNS lengths std,DNS lengths min,DNS lengths q.05,DNS lengths q.25,DNS lengths median,DNS lengths q.75,DNS lengths q.95,DNS lengths max,data lengths mean,data lengths std,data lengths min,data lengths q.05,data lengths q.25,data lengths median,data lengths q.75,data lengths q.95,data lengths max
https-d2_cbor_dns_message,https,eth,none,d2,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,521944,285487,117749,235072,167946,218,176304,58768,109178,58768,5,213,183.3591209018592,117.57033461621427,72,72.0,141.0,173.0,205.0,365.0,1117,199.9946229240403,62.3392309948945,141,141.0,153.0,173.0,221.0,333.0,653,238.82010884450955,159.02800498315017,141,141.0,157.0,189.0,237.0,605.0,1117
https-d2_json_dns_cbor,https,eth,none,d2,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,522090,285487,117735,235072,167946,204,176304,58768,109178,58768,5,199,179.35095481621943,125.77010653219138,72,72.0,141.0,173.0,189.0,333.0,1149,182.26708412741627,41.806635834841416,141,141.0,153.0,173.0,189.0,269.0,541,251.2789706215093,182.71316564524508,141,141.0,157.0,189.0,253.0,685.0,1149
https-d2_json_dns_message,https,eth,none,d2,json,dns_message,1024,0,0,0,0,0,0,0,0,0,521922,285487,117763,235072,167946,232,176304,58768,109178,58768,5,227,187.3735060028127,130.02250432715184,72,72.0,141.0,173.0,205.0,365.0,1149,199.9946229240403,62.3392309948945,141,141.0,153.0,173.0,221.0,333.0,653,251.2789706215093,182.71316564524508,141,141.0,157.0,189.0,253.0,685.0,1149
https-p1_cbor_dns_cbor,https,eth,none,p1,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,690846,285485,117538,235072,167946,5,176304,58768,109178,58768,3,2,149.80033900464068,107.39169338914647,72,72.0,72.0,141.0,189.0,301.0,1117,181.1820718758508,42.26629873627671,141,141.0,153.0,173.0,189.0,269.0,541,238.890131351744,159.00008365464302,141,141.0,157.0,189.0,237.0,605.0,1117
https-p1_cbor_dns_message,https,eth,none,p1,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,692179,285486,117538,235072,167946,6,176304,58768,109178,58768,4,2,155.61514290378645,112.74094536539187,72,72.0,72.0,141.0,189.0,333.0,1117,198.70800435611218,63.079625925957814,141,141.0,153.0,189.0,221.0,333.0,653,238.90385004703893,158.9963728047571,141,141.0,157.0,189.0,237.0,605.0,1117
https-p1_json_dns_cbor,https,eth,none,p1,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,679329,285485,117538,235072,167946,5,176304,58768,109178,58768,3,2,154.14960056173078,119.15390777394938,72,72.0,72.0,141.0,189.0,301.0,1149,181.14776749251294,42.278721137477966,141,141.0,153.0,173.0,189.0,269.0,541,251.32870089195336,182.69691629159865,141,141.0,157.0,189.0,253.0,685.0,1149
https-p1_json_dns_message,https,eth,none,p1,json,dns_message,1024,0,0,0,0,0,0,0,0,0,669865,285486,117538,235072,167946,6,176304,58768,109178,58768,4,2,161.47221902920737,124.34901628047493,72,72.0,72.0,141.0,205.0,333.0,1149,198.75251837734822,63.05300334155767,141,141.0,153.0,189.0,221.0,333.0,653,251.36452192966786,182.68419099144793,141,141.0,157.0,189.0,253.0,685.0,1149
https-p2_cbor_dns_cbor,https,eth,none,p2,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,690347,285485,117538,235072,167946,5,176304,58768,109178,58768,3,2,149.82233427537167,107.4094797896036,72,72.0,72.0,141.0,189.0,301.0,1117,181.0366866321808,42.335670874544306,141,141.0,153.0,173.0,189.0,269.0,541,238.94881688161672,158.98117824089152,141,141.0,157.0,189.0,237.0,605.0,1117
https-p2_cbor_dns_message,https,eth,none,p2,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,691532,285486,117538,235072,167946,6,176304,58768,109178,58768,4,2,155.65496607532262,112.76715753705268,72,72.0,72.0,141.0,189.0,333.0,1117,198.5679281241492,63.15446908089913,141,141.0,153.0,189.0,221.0,333.0,653,238.96434568254082,158.97561296591823,141,141.0,157.0,189.0,237.0,605.0,1117
https-p2_json_dns_cbor,https,eth,none,p2,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,678513,285485,117538,235072,167946,5,176304,58768,109178,58768,3,2,154.21275200327776,119.19182557971205,72,72.0,72.0,141.0,189.0,301.0,1149,180.99584808058808,42.35080943146199,141,141.0,153.0,173.0,189.0,269.0,541,251.39367415716956,182.67216695541367,141,141.0,157.0,189.0,253.0,685.0,1149
https-p2_json_dns_message,https,eth,none,p2,json,dns_message,1024,0,0,0,0,0,0,0,0,0,669418,285486,117538,235072,167946,6,176304,58768,109178,58768,4,2,161.4782094296837,124.37063525773323,72,72.0,72.0,141.0,205.0,333.0,1149,198.56248298393683,63.154483324881305,141,141.0,153.0,189.0,221.0,333.0,653,251.42396960927917,182.66184138065876,141,141.0,157.0,189.0,253.0,685.0,1149
oscore-base-d1_cbor_dns_cbor,oscore-base,eth,none,d1,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,172.2656091138422,132.7493721339101,69,88.0,115.0,132.0,164.0,427.0,1104,138.18505819493603,37.338259278960976,83,91.0,122.0,130.0,145.0,218.0,457,206.34644999361893,177.5610224476923,69,81.0,104.0,145.0,216.0,631.0,1104
oscore-base-d1_cbor_dns_cbor_b64,oscore-base,eth,none,d1,cbor,dns_cbor,64,0,0,0,628930,185421,443509,0,0,0,672847,336424,336423,209476,463371,0,104738,104738,231686,231685,0,0,119.98417619458807,30.159205629969435,68,69.0,95.0,127.0,135.0,168.0,708,113.29225782428536,22.182428723931974,68,85.0,87.0,125.0,135.0,137.0,156,123.00938988413172,32.69449079241569,68,69.0,98.0,134.0,135.0,172.0,708
oscore-base-d1_cbor_dns_message,oscore-base,eth,none,d1,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,235072,117536,117536,117536,117536,0,58768,58768,58768,58768,0,0,190.5376693098285,131.68829838764853,69,89.0,133.0,150.0,204.0,432.0,1104,174.40066022325075,51.34796626368037,113,134.0,143.0,150.0,198.0,276.0,568,206.6746783964062,177.5565803212156,69,82.0,105.0,146.0,216.0,632.0,1104
oscore-base-d1_cbor_dns_message_b64,oscore-base,eth,none,d1,cbor,dns_message,64,0,0,0,767660,324153,443507,0,0,0,792867,396434,396433,329498,463369,0,164749,164749,231685,231684,0,0,119.52559004221389,30.836555565967032,68,69.0,90.0,130.0,136.0,164.0,708,114.54495626680587,27.246752738786526,68,76.0,88.0,125.0,136.0,152.0,157,123.06727899363142,32.69525513770672,68,69.0,98.0,134.0,135.0,172.0,708
oscore-base-d1_json_dns_cbor,oscore-base,eth,none,d1,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,181.5678199352536,152.61403091515547,69,89.0,118.0,133.0,172.0,478.0,1106,138.51935577184864,37.32189177201427,84,91.0,123.0,131.0,146.0,219.0,457,224.6166503594674,203.6740689606025,69,87.0,108.0,152.0,218.0,709.0,1106
oscore-base-d1_json_dns_cbor_b64,oscore-base,eth,none,d1,json,dns_cbor,64,0,0,0,695662,185421,510241,0,0,0,736960,368480,368480,209476,527484,0,104738,104738,263742,263742,0,0,120.4276378636561,30.085769666979285,68,69.0,96.0,128.0,135.0,169.0,708,113.41848708205237,22.176883460135254,68,86.0,87.0,125.0,135.0,137.0,156,123.21113247036877,32.28069862253881,68,69.0,98.0,135.0,135.0,172.0,708
oscore-base-d1_json_dns_message,oscore-base,eth,none,d1,json,dns_message,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,199.4627920926018,150.63240042958302,69,91.0,135.0,151.0,206.0,478.0,1106,174.3588177239314,51.348009767937306,113,134.0,143.0,150.0,198.0,275.25,568,224.5669800484962,203.6750839292381,69,86.0,108.0,152.0,218.0,709.0,1106
oscore-base-d1_json_dns_message_b64,oscore-base,eth,none,d1,json,dns_message,64,0,0,0,834398,324153,510245,0,0,0,856986,428493,428493,329498,527488,0,164749,164749,263744,263744,0,0,119.86314362194949,30.731494745960553,68,69.0,92.0,132.0,136.0,166.0,709,114.57214611317823,27.24530182450515,68,76.0,88.0,126.0,136.0,152.0,157,123.16819150388255,32.284210063046594,68,69.0,98.0,134.0,135.0,172.0,709
oscore-base-d2_cbor_dns_cbor,oscore-base,eth,none,d2,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,171.94551007993329,132.86945515486946,69,88.0,115.0,131.0,164.0,428.0,1103,137.61495201470188,37.507694522152605,83,91.0,121.0,129.0,145.0,218.0,457,206.27636023312206,177.60861732387727,69,81.0,104.0,145.0,216.0,631.0,1103
oscore-base-d2_cbor_dns_cbor_b64,oscore-base,eth,none,d2,cbor,dns_cbor,64,0,0,0,628930,185421,443509,0,0,0,672847,336424,336423,209476,463371,0,104738,104738,231686,231685,0,0,119.70070015917437,30.21281653637319,68,69.0,95.0,126.0,135.0,168.0,708,112.54581431763066,22.229083555617173,68,84.0,86.0,123.0,134.0,135.0,155,122.93520742558339,32.687683178442036,68,69.0,98.0,133.0,135.0,172.0,708
oscore-base-d2_cbor_dns_message,oscore-base,eth,none,d2,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,235072,117536,117536,117536,117536,0,58768,58768,58768,58768,0,0,190.03154352708958,131.82825497350206,69,88.0,133.0,148.0,204.0,432.0,1103,173.64453444051185,51.74381220075619,113,134.0,141.0,149.0,198.0,275.25,568,206.41855261366732,177.60357731279728,69,82.0,104.0,145.0,216.0,631.0,1103
oscore-base-d2_cbor_dns_message_b64,oscore-base,eth,none,d2,cbor,dns_message,64,0,0,0,767660,324153,443507,0,0,0,792867,396434,396433,329498,463369,0,164749,164749,231685,231684,0,0,119.16807610860333,30.90992259309223,68,69.0,90.0,130.0,136.0,164.0,708,113.86026622316372,27.35478648506201,68,76.0,87.0,125.0,136.0,151.0,156,122.94241738225907,32.68701432793342,68,69.0,98.0,133.0,135.0,172.0,708
oscore-base-d2_json_dns_cbor,oscore-base,eth,none,d2,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,181.01060105244798,152.74297190363822,69,88.0,117.0,132.0,171.0,477.0,1105,137.71213075142936,37.50380272478655,84,91.0,121.0,129.0,145.0,218.0,457,224.30943974135363,203.72797041601763,69,86.0,107.0,151.0,218.0,709.0,1105
oscore-base-d2_json_dns_cbor_b64,oscore-base,eth,none,d2,json,dns_cbor,64,0,0,0,695662,185421,510241,0,0,0,736962,368482,368480,209476,527484,2,104738,104738,263742,263742,2,0,120.1354045391757,30.13982165933784,52,69.0,95.0,128.0,135.0,169.0,708,112.63482690141115,22.226232455370273,68,84.0,86.0,123.0,135.0,135.0,155,123.11431436782917,32.2761442196194,68,69.0,98.0,134.0,135.0,172.0,708
oscore-base-d2_json_dns_message,oscore-base,eth,none,d2,json,dns_message,1024,0,0,0,0,0,0,0,0,0,235071,117536,117535,117536,117535,0,58768,58768,58768,58767,0,0,198.77950916957005,150.779454998356,69,90.0,134.0,149.0,206.0,477.0,1105,173.42553770759596,51.752664683411645,113,133.0,141.0,149.0,198.0,275.0,568,224.13369634576935,203.7283455555046,69,86.0,107.0,151.0,218.0,709.0,1105
oscore-base-d2_json_dns_message_b64,oscore-base,eth,none,d2,json,dns_message,64,0,0,0,834398,324153,510245,0,0,0,856986,428493,428493,329498,527488,0,164749,164749,263744,263744,0,0,119.62403003082898,30.80147002163909,68,69.0,91.0,132.0,136.0,166.0,708,113.9772563111157,27.352588825949617,68,76.0,87.0,125.0,136.0,151.0,156,123.1513152905848,32.27471843818448,68,69.0,98.0,134.0,135.0,172.0,708
oscore-base-p1_cbor_dns_cbor,oscore-base,eth,none,p1,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,239235,121700,117535,117536,117535,4164,58768,58768,58768,58767,4164,0,173.28584446255775,132.11542337406053,52,87.0,116.0,137.0,166.0,426.0,1110,141.35370439695072,36.72007343829159,84,91.0,128.0,136.0,148.0,218.0,457,209.5151401710129,176.99113720996328,69,82.0,108.0,150.0,216.0,632.0,1110
oscore-base-p1_cbor_dns_cbor_b64,oscore-base,eth,none,p1,cbor,dns_cbor,64,0,0,0,540095,182470,357625,0,0,0,592071,297860,294211,207388,381035,3648,103694,103694,190518,190517,3648,0,126.29935261142667,54.654065287679146,52,88.0,101.0,132.0,135.0,168.0,1112,116.51559395914903,22.08328741220734,71,88.0,93.0,129.0,135.0,143.0,230,132.33574868450404,65.07411053201434,69,90.0,108.0,134.0,135.0,168.0,1112
oscore-base-p1_cbor_dns_message,oscore-base,eth,none,p1,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,235690,118154,117536,117536,117536,618,58768,58768,58768,58768,618,0,192.76653655225084,131.03369361380228,52,93.0,135.0,155.0,204.0,432.0,1110,176.99959161448407,49.79056199365498,112,134.0,148.0,156.0,198.0,275.0,568,209.27362680370268,176.99070385648298,69,82.0,108.0,150.0,216.0,632.0,1110
oscore-base-p1_cbor_dns_message_b64,oscore-base,eth,none,p1,cbor,dns_message,64,0,0,0,657187,299565,357622,0,0,0,687580,344610,342970,304910,381032,1638,152455,152455,190517,190515,1638,0,126.74512638529335,51.93020263236313,52,85.0,99.0,134.0,136.0,168.0,1112,120.04942114066446,25.969390905186973,72,81.0,94.0,135.0,136.0,158.0,245,132.4244919061916,65.07314264757223,69,90.0,108.0,134.0,135.0,168.0,1112
oscore-base-p1_json_dns_cbor,oscore-base,eth,none,p1,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,236856,119321,117535,117537,117535,1784,58769,58768,58768,58767,1784,0,183.20209325497348,151.97166080932288,52,88.0,119.0,138.0,172.0,479.0,1112,141.1494848430707,36.73214263382472,83,91.0,128.0,136.0,148.0,218.0,457,227.24686263666143,203.0343164902044,69,87.0,111.0,157.0,218.0,709.0,1112
oscore-base-p1_json_dns_cbor_b64,oscore-base,eth,none,p1,json,dns_cbor,64,0,0,0,593516,182470,411046,0,0,0,645928,326218,319710,207388,432032,6508,103694,103694,216016,216016,6508,0,126.69733004297693,57.519343479166366,52,88.0,102.0,133.0,135.0,168.0,1114,116.51037186336721,22.0843446545807,71,88.0,93.0,129.0,135.0,143.0,230,132.712586104733,67.3966892100316,69,92.0,108.0,134.0,135.0,168.0,1114
oscore-base-p1_json_dns_message,oscore-base,eth,none,p1,json,dns_message,1024,0,0,0,0,0,0,0,0,0,238447,120912,117535,117541,117538,3368,58773,58768,58771,58767,3368,0,200.29724425134307,149.92481472150826,52,91.0,136.0,156.0,206.0,478.0,1112,177.31819535311084,49.77658099736211,113,134.0,148.0,156.0,198.0,275.0,568,227.5262723544726,203.03280840597986,69,87.0,111.0,157.0,218.0,709.0,1112
oscore-base-p1_json_dns_message_b64,oscore-base,eth,none,p1,json,dns_message,64,0,0,0,710611,299565,411046,0,0,0,740830,372359,368471,304910,432032,3888,152455,152455,216016,216016,3888,0,127.12944130232307,54.731207778533644,52,87.0,100.0,134.0,136.0,168.0,1114,120.04570856974189,25.96870019776013,72,81.0,94.0,135.0,136.0,158.0,245,132.80495657729057,67.39586657870029,69,92.0,108.0,134.0,135.0,168.0,1114
oscore-base-p2_cbor_dns_cbor,oscore-base,eth,none,p2,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,239259,121724,117535,117536,117535,4188,58768,58768,58768,58767,4188,0,172.84046577140253,132.21509671386167,52,87.0,115.0,136.0,165.0,426.0,1109,140.66278416825483,36.84108496987906,84,91.0,127.0,135.0,147.0,218.0,457,209.32420130173992,177.03319803347847,69,82.0,108.0,150.0,216.0,632.0,1109
oscore-base-p2_cbor_dns_cbor_b64,oscore-base,eth,none,p2,cbor,dns_cbor,64,0,0,0,540095,182470,357625,0,0,0,592103,297892,294211,207388,381035,3680,103694,103694,190518,190517,3680,0,126.00135449406606,54.684171278426014,52,88.0,101.0,132.0,135.0,168.0,1112,115.80362894670859,22.036851191598334,71,88.0,92.0,128.0,135.0,141.0,229,132.26642434422035,65.06741927055756,69,90.0,108.0,134.0,135.0,168.0,1112
oscore-base-p2_cbor_dns_message,oscore-base,eth,none,p2,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,235702,118166,117536,117536,117536,630,58768,58768,58768,58768,630,0,192.67686740036146,131.1564609930558,52,93.0,135.0,154.0,204.0,433.0,1109,176.6668765314457,50.14082409470358,113,134.0,147.0,154.0,198.0,276.0,568,209.44089470460113,177.02782235111698,69,82.0,108.0,150.0,216.0,632.0,1109
oscore-base-p2_cbor_dns_message_b64,oscore-base,eth,none,p2,cbor,dns_message,64,0,0,0,657186,299565,357621,0,0,0,687603,344633,342970,304910,381031,1662,152455,152455,190516,190515,1662,0,126.46674316429684,51.97167156582675,52,85.0,99.0,135.0,136.0,168.0,1112,119.47256239546095,26.04013434651626,72,81.0,93.0,135.0,136.0,157.0,244,132.38846445564798,65.0635604771786,69,90.0,108.0,135.0,135.0,168.0,1112
oscore-base-p2_json_dns_cbor,oscore-base,eth,none,p2,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,236827,119292,117535,117536,117535,1756,58768,58768,58768,58767,1756,0,182.7307317155561,152.0872346339516,52,88.0,119.0,137.0,172.0,479.0,1111,140.4088194255377,36.8536025245741,83,91.0,127.0,134.0,147.0,218.0,457,227.00615135916962,203.08122389536453,69,87.0,111.0,156.0,218.0,709.0,1111
oscore-base-p2_json_dns_cbor_b64,oscore-base,eth,none,p2,json,dns_cbor,64,0,0,0,593517,182470,411047,0,0,0,645595,325885,319710,207388,432033,6174,103694,103694,216017,216016,6174,0,126.5875277844469,57.53537353668998,52,88.0,102.0,133.0,135.0,168.0,1114,115.91185121607808,22.03429946417399,71,88.0,92.0,128.0,135.0,141.0,229,132.77805167660804,67.38755915956567,69,92.0,108.0,135.0,135.0,168.0,1114
oscore-base-p2_json_dns_message,oscore-base,eth,none,p2,json,dns_message,1024,0,0,0,0,0,0,0,0,0,238353,120818,117535,117538,117537,3278,58770,58768,58770,58767,3278,0,199.9574202967867,150.05198449826295,52,91.0,136.0,154.0,206.0,477.0,1111,176.66734162568702,50.14055192259364,113,134.0,147.0,154.0,198.0,276.0,568,227.37409496584056,203.07824592383668,69,87.0,111.0,157.0,218.0,709.0,1111
oscore-base-p2_json_dns_message_b64,oscore-base,eth,none,p2,json,dns_message,64,0,0,0,710611,299565,411046,0,0,0,740660,372189,368471,304910,432032,3718,152455,152455,216016,216016,3718,0,126.8899211514055,54.76436200580911,52,87.0,100.0,135.0,136.0,168.0,1114,119.45773178970843,26.040303793944393,72,81.0,93.0,135.0,136.0,157.0,244,132.7797385378861,67.3876943956818,69,92.0,108.0,135.0,135.0,168.0,1114
oscore-base-schc-d1_cbor_dns_cbor,oscore-base,schc,none,d1,cbor,dns_cbor,1024,150231,26043,124188,0,0,0,0,0,0,334458,139823,194635,131004,203454,0,58769,72235,81054,122400,0,0,82.24200647016964,36.961582672333165,6,23.0,53.0,74.0,127.0,127.0,127,73.5024961069891,28.134356975498424,6,35.0,58.0,67.0,92.0,127.0,127,87.86937587857697,40.68552170699979,6,23.0,46.0,96.0,127.0,127.0,127
oscore-base-schc-d1_cbor_dns_cbor_b64,oscore-base,schc,none,d1,cbor,dns_cbor,64,20690,0,20690,639331,185421,453910,20690,0,20690,683248,346824,336424,209476,473772,0,104738,104738,242086,231686,0,0,62.105823946795304,28.213194227447502,6,19.0,37.0,66.0,85.0,104.0,127,56.265954094979854,23.624846328301775,18,23.0,30.0,62.0,78.0,85.0,92,64.68789417694587,29.654751664282607,6,19.0,38.0,72.0,85.0,108.0,127
oscore-base-schc-d1_cbor_dns_message,oscore-base,schc,none,d1,cbor,dns_message,1024,201525,77182,124343,0,0,0,0,0,0,361591,139869,221722,158035,203556,0,58780,99255,81089,122467,0,0,88.4549726071722,36.82838961876886,6,23.0,61.0,88.0,127.0,127.0,127,88.98647767899516,31.368035378988395,6,28.0,76.0,86.0,127.0,127.0,127,88.04232741849908,40.559208613945636,6,23.0,46.0,96.0,127.0,127.0,127
oscore-base-schc-d1_cbor_dns_message_b64,oscore-base,schc,none,d1,cbor,dns_message,64,20774,0,20774,778098,324153,453945,20774,0,20774,803305,406873,396432,329498,473807,0,164749,164749,242124,231683,0,0,61.84197409452201,29.685031671396807,6,19.0,30.0,72.0,86.0,100.0,127,57.58347546874336,29.227821432447005,18,23.0,24.0,73.0,86.0,88.0,93,64.80344739524743,29.640392268036614,6,19.0,38.0,72.0,85.0,108.0,127
oscore-base-schc-d1_json_dns_cbor,oscore-base,schc,none,d1,json,dns_cbor,1024,171208,26135,145073,0,0,0,0,0,0,351425,143402,208023,131050,220375,0,58769,72281,84633,135742,0,0,84.5865945792132,36.99369296055774,6,26.0,56.0,79.0,127.0,127.0,127,73.72895078214422,28.08879337335256,6,35.0,58.0,67.0,92.0,127.0,127,91.04328984685196,40.01732468841292,6,25.0,50.0,110.0,127.0,127.0,127
oscore-base-schc-d1_json_dns_cbor_b64,oscore-base,schc,none,d1,json,dns_cbor,64,21881,0,21881,706661,185421,521240,21881,0,21881,747959,379479,368480,209476,538483,0,104738,104738,274741,263742,0,0,62.582612148526856,28.286568744559414,6,19.0,37.0,67.0,85.0,105.0,127,56.40402241784262,23.61692784677911,18,23.0,30.0,63.0,78.0,85.0,92,64.98615369473131,29.55991517033482,6,19.0,38.0,74.0,85.0,108.0,127
oscore-base-schc-d1_json_dns_message,oscore-base,schc,none,d1,json,dns_message,1024,222178,77113,145065,0,0,0,0,0,0,378374,143411,234963,158000,220374,0,58781,99219,84630,135744,0,0,90.15467500409648,36.6763789867126,6,25.0,64.0,91.0,127.0,127.0,127,88.92439240506329,31.37873578714667,6,28.0,76.0,86.0,127.0,127.0,127,91.03674208391189,40.0223321138589,6,25.0,50.0,110.0,127.0,127.0,127
oscore-base-schc-d1_json_dns_message_b64,oscore-base,schc,none,d1,json,dns_message,64,21879,0,21879,845384,324153,521231,21879,0,21879,867972,439485,428487,329498,538474,0,164749,164749,274736,263738,0,0,62.17597457060827,29.6507691079067,6,19.0,31.0,74.0,85.0,102.0,127,57.592698589976266,29.22506508493489,18,23.0,24.0,73.0,86.0,88.0,93,64.98053016487333,29.5598855550147,6,19.0,38.0,74.0,85.0,108.0,127
oscore-base-schc-d2-min-rules_cbor_dns_cbor,oscore-base,schc,min-rules,d2,cbor,dns_cbor,1024,150568,26135,124433,0,0,0,0,0,0,334653,139920,194733,131050,203603,0,58769,72281,81151,122452,0,0,82.57149046923232,36.79804554911498,6,24.0,54.0,74.0,127.0,127.0,127,73.9811369706219,28.013168553812218,6,35.0,59.0,68.0,92.0,127.0,127,88.1007106967972,40.52778576579544,6,23.0,46.0,96.0,127.0,127.0,127
oscore-base-schc-d2-min-rules_cbor_dns_cbor_b64,oscore-base,schc,min-rules,d2,cbor,dns_cbor,64,21068,0,21068,639514,185421,454093,21068,0,21068,683431,347010,336421,209476,473955,0,104738,104738,242272,231683,0,0,62.53066659253092,28.192777933378764,6,19.0,37.0,66.0,85.0,105.0,127,56.611807557906396,23.520979846164405,18,23.0,30.0,63.0,78.0,85.0,93,65.14665105337005,29.652764083992157,6,19.0,39.0,72.0,85.0,109.0,127
oscore-base-schc-d2-min-rules_cbor_dns_message,oscore-base,schc,min-rules,d2,cbor,dns_message,1024,201299,76970,124329,0,0,0,0,0,0,361460,139898,221562,157923,203537,0,58781,99142,81117,122420,0,0,88.44069606595474,36.85223333648474,6,23.0,61.0,88.0,127.0,127.0,127,89.01422212090702,31.3524456653455,6,28.0,77.0,86.0,127.0,127.0,127,87.99570102733163,40.6040199972116,6,23.0,46.0,96.0,127.0,127.0,127
oscore-base-schc-d2-min-rules_cbor_dns_message_b64,oscore-base,schc,min-rules,d2,cbor,dns_message,64,21060,0,21060,778243,324153,454090,21060,0,21060,803450,407017,396433,329498,473952,0,164749,164749,242268,231684,0,0,62.154040699483474,29.635248860961923,6,19.0,31.0,73.0,86.0,101.0,127,57.88941359279874,29.078772779049327,18,23.0,25.0,73.0,86.0,89.0,94,65.11886857740868,29.656877094659823,6,19.0,39.0,72.0,85.0,109.0,127
oscore-base-schc-d2-min-rules_json_dns_cbor,oscore-base,schc,min-rules,d2,json,dns_cbor,1024,171153,26069,145084,0,0,0,0,0,0,351385,143418,207967,131017,220368,0,58769,72248,84649,135719,0,0,84.64849381732287,36.959655215001085,6,25.0,56.0,79.0,127.0,127.0,127,73.84268453712113,28.03840715583715,6,35.0,59.0,68.0,92.0,127.0,127,91.07295070064619,40.000954149436744,6,25.0,50.0,110.0,127.0,127.0,127
oscore-base-schc-d2-min-rules_json_dns_cbor_b64,oscore-base,schc,min-rules,d2,json,dns_cbor,64,22275,0,22275,706858,185421,521437,22275,0,22275,748156,379676,368480,209476,538680,0,104738,104738,274938,263742,0,0,62.82381214612995,28.283234549221763,6,19.0,37.0,67.0,85.0,105.0,127,56.54387614810288,23.5229433479612,18,23.0,30.0,63.0,78.0,85.0,93,65.26588512660578,29.57266837486425,6,19.0,39.0,74.0,85.0,108.0,127
oscore-base-schc-d2-min-rules_json_dns_message,oscore-base,schc,min-rules,d2,json,dns_message,1024,221878,76873,145005,0,0,0,0,0,0,378184,143411,234773,157873,220311,0,58781,99092,84630,135681,0,0,90.0955117085863,36.71988097502674,6,25.0,64.0,91.0,127.0,127.0,127,88.89063361056039,31.386987344457932,6,28.0,76.0,86.0,127.0,127.0,127,90.9589171670956,40.08541350228557,6,25.0,50.0,110.0,127.0,127.0,127
oscore-base-schc-d2-min-rules_json_dns_message_b64,oscore-base,schc,min-rules,d2,json,dns_message,64,22275,0,22275,845587,324153,521434,22275,0,22275,868175,439685,428490,329498,538677,0,164749,164749,274936,263741,0,0,62.452982405620986,29.605785201040344,6,19.0,31.0,74.0,85.0,103.0,127,57.85218726669054,29.079315831906854,18,23.0,25.0,73.0,86.0,89.0,94,65.2671972257958,29.572539029989503,6,19.0,39.0,74.0,85.0,108.0,127
oscore-base-schc-d2-peer-based_cbor_dns_cbor,oscore-base,schc,peer-based,d2,cbor,dns_cbor,1024,150248,26081,124167,0,0,0,0,0,0,334473,139795,194678,131023,203450,0,58769,72254,81026,122424,0,0,82.16158852881996,36.99788477136257,6,23.0,53.0,73.0,127.0,127.0,127,73.39340421147432,28.17342268003257,6,35.0,58.0,67.0,92.0,127.0,127,87.80835094617842,40.716334896580754,6,23.0,46.0,95.0,127.0,127.0,127
oscore-base-schc-d2-peer-based_cbor_dns_cbor_b64,oscore-base,schc,peer-based,d2,cbor,dns_cbor,64,20648,0,20648,639310,185421,453889,20648,0,20648,683227,346803,336424,209476,473751,0,104738,104738,242065,231686,0,0,61.97869375771157,28.24877292682691,6,19.0,37.0,65.0,85.0,104.0,127,56.01609253566041,23.696860136769725,18,22.0,30.0,62.0,78.0,85.0,92,64.61514593109038,29.662674803175044,6,19.0,38.0,72.0,85.0,108.0,127
