scenario,protocol,l2,l2_mode,setup,data format,DNS format,blocksize,SCHC fragments,DNS SCHC fragments,data SCHC fragments,blockwise frames,blockwise DNS frames,blockwise data frames,blockwise SCHC fragments,blockwise DNS SCHC fragments,blockwise data SCHC fragments,frames,requests,responses,DNS frames,data frames,other frames,DNS requests,DNS responses,data requests,data responses,other requests,other responses,all lengths mean,all lengths std,all lengths min,all lengths q.05,all lengths q.25,all lengths median,all lengths q.75,all lengths q.95,all lengths max,DNS lengths mean,DNS lengths std,DNS lengths min,DNS lengths q.05,DNS lengths q.25,DNS lengths median,DNS lengths q.75,DNS lengths q.95,DNS lengths max,data lengths mean,data lengths std,data lengths min,data lengths q.05,data lengths q.25,data lengths median,data lengths q.75,data lengths q.95,data lengths max
coaps-p2_cbor_dns_cbor,coaps,eth,none,p2,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235464,117918,117536,117536,117536,392,58768,58768,58768,58768,382,0,191.2541662419733,132.58841864025757,62,106.0,134.0,152.0,183.0,446.0,1124,157.1057633405935,37.147313061737755,101,109.0,142.0,150.0,164.0,236.0,475,225.76878573373264,177.31483108205646,87,100.0,124.0,166.0,234.0,650.0,1124
coaps-p2_cbor_dns_cbor_b64,coaps,eth,none,p2,cbor,dns_cbor,64,0,0,0,540094,182470,357624,0,0,0,589640,295419,294211,207388,381034,1218,103694,103694,190517,190517,1208,0,142.74412353300318,54.37457952919953,62,106.0,116.0,147.0,153.0,182.0,1126,132.30673423727507,22.028207005017542,89,106.0,106.0,144.0,153.0,156.0,243,148.62186051638437,64.84716920879092,87,107.0,123.0,153.0,153.0,182.0,1126
coaps-p2_cbor_dns_message,coaps,eth,none,p2,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,241989,124444,117535,117536,117535,6918,58768,58768,58768,58767,6908,0,205.49513820876155,131.33019704901776,62,98.0,148.0,169.0,222.0,443.0,1124,192.7722229784917,50.93909239631898,130,151.0,162.0,169.0,216.0,293.0,586,225.54433147573064,177.31352062029208,87,100.0,124.0,165.0,234.0,649.0,1124
coaps-p2_cbor_dns_message_b64,coaps,eth,none,p2,cbor,dns_message,64,0,0,0,657192,299565,357627,0,0,0,687079,344096,342973,304910,381037,1132,152455,152455,190519,190518,1122,0,142.77281942833358,51.83695004271271,62,104.0,115.0,153.0,154.0,182.0,1126,135.72365288117805,26.33916743919204,90,99.0,107.0,153.0,154.0,171.0,258,148.59669533404892,64.8471097760601,87,107.0,123.0,153.0,153.0,182.0,1126
coaps-p2_json_dns_cbor,coaps,eth,none,p2,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,235767,118222,117535,117536,117535,696,58768,58768,58768,58767,686,0,199.94454694677373,152.3940732997199,62,107.0,136.0,152.0,190.0,496.0,1126,156.99757521099917,37.15226016362318,101,109.0,142.0,150.0,164.0,236.0,475,243.59473348364318,203.4015538008186,87,105.0,127.0,172.0,236.0,727.0,1126
coaps-p2_json_dns_cbor_b64,coaps,eth,none,p2,json,dns_cbor,64,0,0,0,593516,182470,411046,0,0,0,640658,320938,319710,207388,432032,1238,103694,103694,216016,216016,1228,0,143.2822816541743,57.19760331169368,62,105.0,116.0,148.0,153.0,182.0,1128,132.11712828128918,22.03164485196877,89,105.0,106.0,144.0,153.0,156.0,243,148.81994620768833,67.20710752035681,87,107.0,123.0,152.0,153.0,182.0,1128
coaps-p2_json_dns_message,coaps,eth,none,p2,json,dns_message,1024,0,0,0,0,0,0,0,0,0,235339,117792,117536,117536,117536,267,58768,58768,58768,58768,256,0,218.2449190316947,150.4032822796779,62,110.0,154.0,170.0,224.0,497.0,1126,193.04521167982577,50.928711215899675,131,152.0,162.0,170.0,216.0,293.0,586,243.7549176422543,203.40078688426888,87,105.0,127.0,172.0,236.0,727.0,1126
coaps-p2_json_dns_message_b64,coaps,eth,none,p2,json,dns_message,64,0,0,0,710615,299565,411050,0,0,0,737966,369483,368473,304910,432036,1020,152455,152455,216018,216018,1010,0,143.30751281224337,54.577944700298666,62,106.0,116.0,152.0,154.0,182.0,1128,135.61996982716212,26.33849649018617,90,99.0,107.0,153.0,154.0,171.0,258,148.8797021544501,67.20537007138005,87,107.0,123.0,152.0,153.0,182.0,1128
coaps-schc-d1_cbor_dns_cbor,coaps,schc,none,d1,cbor,dns_cbor,1024,166125,30795,135330,0,0,0,0,0,0,343970,143040,200919,133641,210318,11,58828,74813,84212,126106,0,0,91.01047765793528,33.77516477215831,2,31.0,64.0,91.0,127.0,127.0,127,86.19522451942143,27.108108114242043,6,34.0,76.0,86.0,104.0,127.0,127,94.07373120702935,37.072623282603594,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d1_cbor_dns_cbor_b64,coaps,schc,none,d1,cbor,dns_cbor,64,41943,134,41809,568091,182537,385554,41943,134,41809,616429,322208,294211,207455,408964,10,103761,103694,218447,190517,0,0,78.96810987153427,25.224953420539467,2,43.0,55.0,86.0,96.0,120.0,127,72.26821238340845,22.348853807953265,8,43.0,43.0,81.0,95.0,96.0,127,82.36811553095139,25.909627030702445,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d1_cbor_dns_message,coaps,schc,none,d1,cbor,dns_message,1024,222507,87425,135082,0,0,0,0,0,0,373962,143342,230610,163789,210163,10,59188,104601,84154,126009,0,0,95.30247458297902,34.97937232451065,2,25.0,68.0,105.0,127.0,127.0,127,97.01961670197632,31.921595400823772,6,22.0,93.0,103.0,127.0,127.0,127,93.96763940370094,37.13095065672326,6,27.0,58.0,115.0,127.0,127.0,127
coaps-schc-d1_cbor_dns_message_b64,coaps,schc,none,d1,cbor,dns_message,64,43273,1516,41757,685852,300323,385529,43273,1516,41757,714618,371633,342974,305668,408939,11,153213,152455,218420,190519,0,0,79.38111410571803,26.695546837796524,2,42.0,52.0,95.0,97.0,118.0,127,75.48007315126215,27.213145043600644,8,42.0,44.0,94.0,97.0,108.0,127,82.29851151394217,25.919823280773553,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d1_json_dns_cbor,coaps,schc,none,d1,json,dns_cbor,1024,186331,30825,155506,0,0,0,0,0,0,360680,147297,213373,133657,227013,10,58828,74829,88469,138544,0,0,92.78615115892204,33.630245979711184,2,32.0,67.0,93.0,127.0,127.0,127,86.22949041202482,27.109485834053494,6,34.0,76.0,86.0,104.0,127.0,127,96.64951786902071,36.383722756995795,6,28.0,62.0,119.0,127.0,127.0,127
coaps-schc-d1_json_dns_cbor_b64,coaps,schc,none,d1,json,dns_cbor,64,48561,134,48427,626202,182537,443665,48561,134,48427,672116,352398,319708,207455,464651,10,103761,103694,248637,216014,0,0,79.39471311499801,25.159151255090368,2,43.0,56.0,87.0,96.0,124.0,127,72.28024390831747,22.348692371762386,8,43.0,43.0,81.0,95.0,96.0,127,82.57234354386411,25.68734422652773,6,43.0,60.0,96.0,96.0,127.0,127
coaps-schc-d1_json_dns_message,coaps,schc,none,d1,json,dns_message,1024,242849,87505,155344,0,0,0,0,0,0,390760,147620,243130,163830,226920,10,59192,104638,88428,138492,0,0,96.81326133688198,34.600536791661334,2,25.0,72.0,107.0,127.0,127.0,127,97.12161997192212,31.90528596636566,6,22.0,93.0,104.0,127.0,127.0,127,96.59385686585581,36.41839548839136,6,29.0,62.0,119.0,127.0,127.0,127
coaps-schc-d1_json_dns_message_b64,coaps,schc,none,d1,json,dns_message,64,49835,1512,48323,743931,300321,443610,49835,1512,48323,770272,401792,368470,305666,464596,10,153211,152455,248581,216015,0,0,79.7035761393378,26.531495007528118,2,43.0,52.0,95.0,97.0,119.0,127,75.47313407444727,27.212634187054093,8,42.0,44.0,94.0,97.0,108.0,127,82.48806489939646,25.695307700973963,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-min-rules_cbor_dns_cbor,coaps,schc,min-rules,d2,cbor,dns_cbor,1024,166190,30767,135423,0,0,0,0,0,0,344097,143029,201012,133627,210414,56,58818,74809,84211,126203,0,0,90.81028024074607,33.82723667162663,2,31.0,64.0,90.0,127.0,127.0,127,85.75014779947166,27.113300172385234,6,34.0,76.0,85.0,103.0,127.0,127,94.04171300388758,37.10029421900443,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d2-min-rules_cbor_dns_cbor_b64,coaps,schc,min-rules,d2,cbor,dns_cbor,64,41786,130,41656,568011,182535,385476,41786,130,41656,617511,322127,294212,207453,408886,1172,103759,103694,218368,190518,0,0,78.53115491060078,25.412144586363922,2,41.0,55.0,85.0,96.0,119.0,127,71.5831248523762,22.4417193336866,8,41.0,42.0,80.0,94.0,96.0,127,82.21427977480276,25.9245828962568,6,42.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-min-rules_cbor_dns_message,coaps,schc,min-rules,d2,cbor,dns_message,1024,223318,87664,135654,0,0,0,0,0,0,374532,143437,231039,163914,210562,56,59178,104736,84259,126303,0,0,95.35474138391379,34.89815753404024,2,25.0,69.0,105.0,127.0,127.0,127,96.97363251461132,31.814137653816687,6,22.0,93.0,103.0,127.0,127.0,127,94.11360549386879,37.058472144406224,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d2-min-rules_cbor_dns_message_b64,coaps,schc,min-rules,d2,cbor,dns_message,64,42680,956,41724,685553,300043,385510,42680,956,41724,714850,371335,342973,305388,408920,542,152933,152455,218402,190518,0,0,79.12769112401203,26.803345258054563,2,42.0,52.0,94.0,97.0,118.0,127,75.01186032195109,27.31080812826667,8,42.0,43.0,94.0,97.0,107.0,127,82.27526655580553,25.918597372683518,6,42.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-min-rules_json_dns_cbor,coaps,schc,min-rules,d2,json,dns_cbor,1024,186351,30809,155542,0,0,0,0,0,0,360890,147293,213406,133650,227049,191,58820,74830,88473,138576,0,0,92.59613455623597,33.68448432230158,2,32.0,67.0,92.0,127.0,127.0,127,85.79320613542836,27.1149817645124,6,34.0,76.0,85.0,103.0,127.0,127,96.65873886253628,36.36879271634356,6,29.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2-min-rules_json_dns_cbor_b64,coaps,schc,min-rules,d2,json,dns_cbor,64,48497,132,48365,626170,182536,443634,48497,132,48365,676798,352364,319710,207454,464620,4724,103760,103694,248604,216016,0,0,78.7765182521225,25.612197427237195,2,42.0,55.0,86.0,96.0,124.0,127,71.69463591928813,22.44056596841169,8,41.0,43.0,80.0,94.0,96.0,127,82.50145280013774,25.692180208367798,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-min-rules_json_dns_message,coaps,schc,min-rules,d2,json,dns_message,1024,243257,87623,155634,0,0,0,0,0,0,391241,147675,243318,163893,227100,248,59178,104715,88497,138603,0,0,96.73422008429587,34.56961822312681,2,25.0,72.0,106.0,127.0,127.0,127,96.91988675538309,31.823954644829954,6,22.0,93.0,103.0,127.0,127.0,127,96.68026860413914,36.354976768445574,6,28.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2-min-rules_json_dns_message_b64,coaps,schc,min-rules,d2,json,dns_message,64,49342,964,48378,743688,300047,443641,49342,964,48378,772663,401549,368470,305392,464627,2644,152937,152455,248612,216015,0,0,79.37607986923148,26.77138181399255,2,42.0,52.0,95.0,97.0,119.0,127,75.07488735788756,27.311543613838175,8,42.0,43.0,94.0,97.0,107.0,127,82.52160335064471,25.689006890502196,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-peer-based_cbor_dns_cbor,coaps,schc,peer-based,d2,cbor,dns_cbor,1024,166075,30767,135308,0,0,0,0,0,0,343985,143025,200904,133627,210302,56,58818,74809,84207,126095,0,0,90.81676526592729,33.8156945782261,2,31.0,64.0,90.0,127.0,127.0,127,85.73815172083486,27.11641129443334,6,34.0,76.0,85.0,103.0,127.0,127,94.0616637026752,37.08059178450366,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d2-peer-based_cbor_dns_cbor_b64,coaps,schc,peer-based,d2,cbor,dns_cbor,64,41869,132,41737,568054,182536,385518,41869,132,41737,617554,322170,294212,207454,408928,1172,103760,103694,218410,190518,0,0,78.60602311700677,25.40863590961287,2,42.0,55.0,85.0,96.0,119.0,127,71.66894347662614,22.441192965378576,8,41.0,43.0,80.0,94.0,96.0,127,82.28344598560138,25.921386375370254,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-peer-based_cbor_dns_message,coaps,schc,peer-based,d2,cbor,dns_message,1024,222774,87516,135258,0,0,0,0,0,0,374162,143371,230735,163837,210269,56,59175,104662,84196,126073,0,0,95.24116291873574,34.92446640408871,2,25.0,68.0,105.0,127.0,127.0,127,96.79602287639544,31.846035492881196,6,22.0,93.0,103.0,127.0,127.0,127,94.0487518369327,37.086959243340644,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d2-peer-based_cbor_dns_message_b64,coaps,schc,peer-based,d2,cbor,dns_message,64,42771,968,41803,685601,300049,385552,42771,968,41803,715128,371383,342973,305394,408962,772,152939,152455,218444,190518,0,0,79.20252318466065,26.81446785075029,2,42.0,52.0,95.0,97.0,118.0,127,75.11461914772393,27.312218047178686,8,42.0,43.0,94.0,97.0,107.0,127,82.36046136315844,25.910135637402306,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-peer-based_json_dns_cbor,coaps,schc,peer-based,d2,json,dns_cbor,1024,186503,30870,155633,0,0,0,0,0,0,360973,147322,213460,133693,227089,191,58822,74871,88500,138589,0,0,92.6297977965111,33.68225708206271,2,32.0,67.0,93.0,127.0,127.0,127,85.85875849894909,27.121173892520172,6,34.0,76.0,85.0,104.0,127.0,127,96.6742290467614,36.36869477140253,6,28.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2-peer-based_json_dns_cbor_b64,coaps,schc,peer-based,d2,json,dns_cbor,64,48422,130,48292,626130,182535,443595,48422,130,48292,676758,352324,319710,207453,464581,4724,103759,103694,248565,216016,0,0,78.72150606272848,25.618426778310944,2,41.0,55.0,86.0,96.0,124.0,127,71.634143637354,22.441237802038334,8,41.0,43.0,80.0,94.0,96.0,127,82.44862575094548,25.701201880683563,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2-peer-based_json_dns_message,coaps,schc,peer-based,d2,json,dns_message,1024,242736,87441,155295,0,0,0,0,0,0,390940,147591,243101,163798,226894,248,59175,104623,88416,138478,0,0,96.59107535683225,34.628676676911084,2,25.0,72.0,106.0,127.0,127.0,127,96.73205411543486,31.851631269748992,6,22.0,92.0,103.0,127.0,127.0,127,96.56925700988127,36.43525950597757,6,29.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2-peer-based_json_dns_message_b64,coaps,schc,peer-based,d2,json,dns_message,64,49346,964,48382,743690,300047,443643,49346,964,48382,772773,401551,368470,305392,464629,2752,152937,152455,248614,216015,0,0,79.37659312631264,26.77991137114091,2,42.0,52.0,95.0,97.0,119.0,127,75.08561455440876,27.311501902421355,8,42.0,43.0,94.0,97.0,107.0,127,82.52840007834207,25.69182952737528,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2_cbor_dns_cbor,coaps,schc,none,d2,cbor,dns_cbor,1024,165755,30643,135112,0,0,0,0,0,0,343801,142977,200768,133563,210182,56,58814,74749,84163,126019,0,0,90.69957039101108,33.85088666920401,2,31.0,64.0,89.0,127.0,127.0,127,85.56643681259031,27.114371646420334,6,34.0,75.0,85.0,103.0,127.0,127,93.97938929118574,37.12654139308964,6,28.0,58.0,115.0,127.0,127.0,127
coaps-schc-d2_cbor_dns_cbor_b64,coaps,schc,none,d2,cbor,dns_cbor,64,41856,132,41724,568047,182536,385511,41856,132,41724,617547,322163,294212,207454,408921,1172,103760,103694,218403,190518,0,0,78.58450126063279,25.411138295028326,2,42.0,55.0,85.0,96.0,119.0,127,71.64537198607884,22.441352883712653,8,41.0,43.0,80.0,94.0,96.0,127,82.26296521822063,25.92473883371229,6,42.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2_cbor_dns_message,coaps,schc,none,d2,cbor,dns_message,1024,223030,87608,135422,0,0,0,0,0,0,374311,143407,230848,163885,210370,56,59176,104709,84231,126139,0,0,95.32738551632198,34.89456354827756,2,25.0,69.0,105.0,127.0,127.0,127,96.90891783872837,31.828942274774576,6,22.0,93.0,103.0,127.0,127.0,127,94.11443646907829,37.04630454376654,6,28.0,58.0,116.0,127.0,127.0,127
coaps-schc-d2_cbor_dns_message_b64,coaps,schc,none,d2,cbor,dns_message,64,42734,964,41770,685581,300047,385534,42734,964,41770,714820,371363,342973,305392,408944,484,152937,152455,218426,190518,0,0,79.17309952155787,26.798731200045875,2,42.0,52.0,94.0,97.0,118.0,127,75.05894718918636,27.31179775839711,8,42.0,43.0,94.0,97.0,107.0,127,82.31143628467467,25.918114100020063,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2_json_dns_cbor,coaps,schc,none,d2,json,dns_cbor,1024,186217,30771,155446,0,0,0,0,0,0,360801,147269,213341,133629,226981,191,58818,74811,88451,138530,0,0,92.56612647969379,33.70094655497339,2,32.0,67.0,92.0,127.0,127.0,127,85.75488853467436,27.113106438546144,6,34.0,76.0,85.0,103.0,127.0,127,96.63418524017429,36.392766198700826,6,29.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2_json_dns_cbor_b64,coaps,schc,none,d2,json,dns_cbor,64,48455,132,48323,626147,182536,443611,48455,132,48323,676775,352341,319710,207454,464597,4724,103760,103694,248581,216016,0,0,78.76283550663071,25.614381815220067,2,42.0,55.0,86.0,96.0,124.0,127,71.6800977566111,22.441060252783,8,41.0,43.0,80.0,94.0,96.0,127,82.48819729787321,25.695309269971002,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-d2_json_dns_message,coaps,schc,none,d2,json,dns_message,1024,242978,87536,155442,0,0,0,0,0,0,391072,147626,243198,163847,226977,248,59175,104672,88451,138526,0,0,96.66654733655184,34.600502916378495,2,25.0,72.0,106.0,127.0,127.0,127,96.83164171452636,31.83680513999113,6,22.0,93.0,103.0,127.0,127.0,127,96.62738074782908,36.39812716789694,6,29.0,62.0,119.0,127.0,127.0,127
coaps-schc-d2_json_dns_message_b64,coaps,schc,none,d2,json,dns_message,64,49344,964,48380,743689,300047,443642,49344,964,48380,772509,401550,368470,305392,464628,2489,152937,152455,248613,216015,0,0,79.39199672754621,26.762885427969948,2,42.0,52.0,95.0,97.0,119.0,127,75.08188164719442,27.311508912974375,8,42.0,43.0,94.0,97.0,107.0,127,82.52477035391755,25.692478817089857,6,43.0,59.0,95.0,96.0,127.0,127
coaps-schc-p1_cbor_dns_cbor,coaps,schc,none,p1,cbor,dns_cbor,1024,168599,30975,137624,0,0,0,0,0,0,345984,144914,201059,133745,211698,541,58859,74886,85525,126173,530,0,93.06049412689605,33.54265073395688,2,30.0,67.0,96.0,127.0,127.0,127,89.39514748214887,27.316935439357586,6,34.0,79.0,93.0,105.0,127.0,127,95.55260796039641,36.61235713963171,6,27.0,62.0,120.0,127.0,127.0,127
coaps-schc-p1_cbor_dns_cbor_b64,coaps,schc,none,p1,cbor,dns_cbor,64,46612,272,46340,570625,182606,388019,46612,272,46340,620193,325972,294211,207524,411429,1240,103830,103694,220912,190517,1230,0,81.84931303642576,24.939455948644653,2,45.0,59.0,91.0,96.0,126.0,127,75.71023592451958,22.05400795677815,8,49.0,50.0,88.0,96.0,100.0,127,85.12021029144762,25.542954387372365,6,44.0,65.0,95.0,96.0,127.0,127
coaps-schc-p1_cbor_dns_message,coaps,schc,none,p1,cbor,dns_message,1024,226536,89183,137353,0,0,0,0,0,0,382703,151979,230714,164670,211541,6492,60020,104650,85477,126064,6482,0,95.83533444995206,36.09770279253994,2,24.0,67.0,110.0,127.0,127.0,127,99.17490131778709,32.945555662684214,6,21.0,93.0,110.0,127.0,127.0,127,95.4402881710874,36.67736709304917,6,27.0,62.0,120.0,127.0,127.0,127
coaps-schc-p1_cbor_dns_message_b64,coaps,schc,none,p1,cbor,dns_message,64,49430,3090,46340,689129,301110,388019,49430,3090,46340,719071,376088,342972,306455,411429,1187,154000,152455,220912,190517,1176,0,82.3397578264177,26.21982672009058,2,42.0,56.0,95.0,97.0,125.0,127,78.83305216100243,26.48223023328775,8,41.0,51.0,95.0,97.0,115.0,127,85.12004015273595,25.543053863831773,6,44.0,65.0,95.0,96.0,127.0,127
coaps-schc-p1_json_dns_cbor,coaps,schc,none,p1,json,dns_cbor,1024,189121,30812,158309,0,0,0,0,0,0,362807,149509,213288,133649,228554,604,58858,74791,90057,138497,594,0,94.47001573839535,33.42674317886653,2,30.0,69.0,98.0,127.0,127.0,127,89.17126203712711,27.307996857701305,6,34.0,79.0,92.0,105.0,127.0,127,97.75475379997725,36.01753405561608,6,26.0,65.0,123.0,127.0,127.0,127
coaps-schc-p1_json_dns_cbor_b64,coaps,schc,none,p1,json,dns_cbor,64,53154,264,52890,628635,182602,446033,53154,264,52890,675783,356062,319711,207520,467019,1244,103826,103694,251002,216017,1234,0,82.16682574139924,24.707389583216216,2,47.0,59.0,92.0,96.0,127.0,127,75.57134252120278,22.05475900762004,8,49.0,50.0,88.0,96.0,100.0,127,85.25247580933538,25.08642856372397,6,48.0,65.0,95.0,96.0,127.0,127
coaps-schc-p1_json_dns_message,coaps,schc,none,p1,json,dns_message,1024,248281,89478,158803,0,0,0,0,0,0,393909,150545,243354,164821,228828,260,60085,104736,90210,138618,250,0,98.39860729254727,34.81054798524637,2,24.0,72.0,113.0,127.0,127.0,127,99.32611742435734,32.968921897458436,6,21.0,93.0,110.0,127.0,127.0,127,97.81508381841383,35.99718732482582,6,26.0,65.0,123.0,127.0,127.0,127
coaps-schc-p1_json_dns_message_b64,coaps,schc,none,p1,json,dns_message,64,56199,3104,53095,747250,301117,446133,56199,3104,53095,775038,406558,368469,306462,467119,1457,154007,152455,251105,216014,1446,0,82.71566813498177,25.93907699589254,2,43.0,58.0,96.0,97.0,126.0,127,78.8836397334743,26.483900559150076,8,41.0,51.0,95.0,97.0,115.0,127,85.41286481603188,25.070484906637386,6,48.0,65.0,96.0,96.0,127.0,127
coaps-schc-p2_cbor_dns_cbor,coaps,schc,none,p2,cbor,dns_cbor,1024,168550,30944,137606,0,0,0,0,0,0,345910,144859,201041,133730,211687,493,58855,74875,85521,126166,483,0,92.88984707004713,33.53950080677966,2,30.0,67.0,96.0,127.0,127.0,127,88.9434980931728,27.257462588030723,6,34.0,79.0,92.0,105.0,127.0,127,95.54334465508038,36.61759619436437,6,27.0,62.0,120.0,127.0,127.0,127
coaps-schc-p2_cbor_dns_cbor_b64,coaps,schc,none,p2,cbor,dns_cbor,64,46577,198,46379,570607,182569,388038,46577,198,46379,620155,325935,294210,207487,411448,1220,103793,103694,220932,190516,1210,0,81.70883085680192,24.977446703423464,2,45.0,59.0,91.0,96.0,126.0,127,75.24682510229556,22.050332717371443,8,48.0,49.0,87.0,96.0,99.0,127,85.13864449456554,25.542817605866613,6,44.0,65.0,96.0,96.0,127.0,127
coaps-schc-p2_cbor_dns_message,coaps,schc,none,p2,cbor,dns_message,1024,226335,88966,137369,0,0,0,0,0,0,382674,151931,230733,164562,211550,6562,59901,104661,85478,126072,6552,0,95.70496558428323,36.03124847950617,2,24.0,67.0,110.0,127.0,127.0,127,98.8938333272566,32.78369091607351,6,21.0,93.0,109.0,127.0,127.0,127,95.4485937130702,36.672705432950245,6,27.0,62.0,120.0,127.0,127.0,127
coaps-schc-p2_cbor_dns_message_b64,coaps,schc,none,p2,cbor,dns_message,64,49294,2874,46420,689062,301002,388060,49294,2874,46420,719032,376049,342972,306347,411470,1215,153892,152455,220953,190517,1204,0,82.18282079239867,26.283280997593614,2,42.0,56.0,96.0,97.0,125.0,127,78.41291737800599,26.562370922370985,8,41.0,50.0,95.0,97.0,114.0,127,85.16136777893892,25.542425402884188,6,44.0,65.0,96.0,96.0,127.0,127
coaps-schc-p2_json_dns_cbor,coaps,schc,none,p2,json,dns_cbor,1024,189050,30790,158260,0,0,0,0,0,0,362805,149522,213273,133638,228527,640,58853,74785,90039,138488,630,0,94.28783506291258,33.44570891974145,2,30.0,68.0,97.0,127.0,127.0,127,88.70781514239961,27.25650860567466,6,34.0,79.0,91.0,105.0,127.0,127,97.74777597395494,36.019712138829824,6,27.0,65.0,123.0,127.0,127.0,127
coaps-schc-p2_json_dns_cbor_b64,coaps,schc,none,p2,json,dns_cbor,64,53246,198,53048,628677,182569,446108,53246,198,53048,675723,356005,319708,207487,467094,1142,103793,103694,251080,216014,1132,0,82.17343497261452,24.72571388692997,2,48.0,59.0,92.0,96.0,127.0,127,75.24888788213238,22.050330295021407,8,48.0,49.0,87.0,96.0,99.0,127,85.39161068221814,25.070057758577107,6,48.0,65.0,96.0,96.0,127.0,127
coaps-schc-p2_json_dns_message,coaps,schc,none,p2,json,dns_message,1024,247324,88972,158352,0,0,0,0,0,0,393431,150249,243172,164565,228578,288,59901,104664,90070,138508,278,0,98.18658926215778,34.74737872264062,2,24.0,72.0,112.0,127.0,127.0,127,98.90282866952268,32.78126661274468,6,21.0,93.0,109.0,127.0,127.0,127,97.76441739799981,36.0137952304636,6,26.0,65.0,123.0,127.0,127.0,127
coaps-schc-p2_json_dns_message_b64,coaps,schc,none,p2,json,dns_message,64,55859,2852,53007,747086,300991,446095,55859,2852,53007,774911,406428,368473,306336,467081,1494,153881,152455,251063,216018,1484,0,82.46991460954871,26.002730405843806,2,43.0,58.0,96.0,97.0,125.0,127,78.35126462446463,26.559704611574432,8,41.0,50.0,95.0,97.0,114.0,127,85.35816699887171,25.073773489440715,6,48.0,65.0,96.0,96.0,127.0,127
https-d1_cbor_dns_cbor,https,eth,none,d1,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,521584,285485,117719,235072,167946,186,176304,58768,109178,58768,3,183,174.9286615386975,112.62976807984325,72,72.0,141.0,173.0,189.0,317.0,1117,181.0769126054996,42.29719384510209,141,141.0,153.0,173.0,189.0,269.0,541,238.9044216593429,158.99133267011842,141,141.0,157.0,189.0,237.0,605.0,1117
https-d1_cbor_dns_message,https,eth,none,d1,cbor,dns_message,1024,0,0,0,0,0,0,0,0,0,521718,285486,117747,235072,167946,215,176304,58768,109178,58768,4,211,182.85822992497862,117.6664258476385,72,72.0,141.0,173.0,205.0,365.0,1117,198.72610944731827,63.057047870697254,141,141.0,153.0,189.0,221.0,333.0,653,238.90327843473497,158.9947690133539,141,141.0,157.0,189.0,237.0,605.0,1117
https-d1_json_dns_cbor,https,eth,none,d1,json,dns_cbor,1024,0,0,0,0,0,0,0,0,0,521948,285485,117732,235072,167945,200,176304,58768,109178,58767,3,197,178.85686121989164,125.83799806114891,72,72.0,141.0,173.0,189.0,333.0,1149,181.05873945004083,42.3057444330853,141,141.0,153.0,173.0,189.0,269.0,541,251.35403257018666,182.68082747090003,141,141.0,157.0,189.0,253.0,685.0,1149
https-d1_json_dns_message,https,eth,none,d1,json,dns_message,1024,0,0,0,0,0,0,0,0,0,521910,285486,117762,235072,167946,230,176304,58768,109178,58768,4,226,186.83140196585617,130.1230008081882,72,72.0,141.0,173.0,205.0,365.0,1149,198.72365913422271,63.0578229872857,141,141.0,153.0,189.0,221.0,333.0,653,251.37433460755244,182.67366059088073,141,141.0,157.0,189.0,253.0,685.0,1149
https-d2_cbor_dns_cbor,https,eth,none,d2,cbor,dns_cbor,1024,0,0,0,0,0,0,0,0,0,521735,285487,117721,235072,167946,190,176304,58768,109178,58768,5,185,175.41167450908986,112.57582649991036,72,72.0,141.0,173.0,189.0,317.0,1117,182.26708412741627,41.806635834841416,141,141.0,153.0,173.0,189.0,269.0,541,238.82010884450955,159.02800498315017,141,141.0,157.0,189.0,237.0,605.0,1117
