protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
oscore,eth,64,d1,cbor,dns_message,0.2,lr,max_iter=5000,54195,13487,9228,107550,0.876856771115689,0.8545007331725084,0.80072988386868,0.8267419244117311
oscore,eth,64,d1,cbor,dns_message,0.2,knn,algorithm=brute,47236,20446,14146,102632,0.8124688279301746,0.7695415594148122,0.6979108182382318,0.7319779334283766
oscore,eth,64,d1,cbor,dns_message,0.2,dt,,56524,11158,11692,105086,0.8761249051284832,0.8286032602322035,0.8351408055317514,0.8318591885090288
oscore,eth,64,d1,cbor,dns_message,0.2,rf,"n_estimators=250,max_depth=9",56515,10886,7023,110036,0.902911200260219,0.8894677201045044,0.8384890431892702,0.8632263878599958
