protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
coaps,eth,1024,p1,json,dns_cbor,0.2,nb,,11014,14235,3612,20491,0.6383733182039228,0.5900765996659564,0.8501431357092478,0.6966292134831461
coaps,eth,1024,p1,json,dns_cbor,0.2,lr,max_iter=2600,19808,5441,3242,20861,0.8240598152050576,0.7931336020074519,0.8654939219184334,0.8277353437159012
coaps,eth,1024,p1,json,dns_cbor,0.2,knn,"algorithm=brute,n_jobs=-1",19377,5872,3345,20758,0.8132395850218836,0.7794968081111529,0.8612205949466871,0.8183233792600477
coaps,eth,1024,p1,json,dns_cbor,0.2,dt,,20456,4793,5306,18797,0.7953679688766413,0.796820686731666,0.7798614280380036,0.7882498479860777
coaps,eth,1024,p1,json,dns_cbor,0.2,rf,"n_estimators=250,max_depth=9",20126,5123,1857,22246,0.8585670286918463,0.8128174211699368,0.9229556486744389,0.8643922909543053
