protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
oscore-base,schc,1024,d2,json,dns_message,0.2,nb,,22198,10160,23302,29286,0.606079156169802,0.4878681318681319,0.686012732554546,0.5702175755863238
oscore-base,schc,1024,d2,json,dns_message,0.2,lr,max_iter=5000,29652,2706,2277,50311,0.9413392037294281,0.9286855209997181,0.9163730762099017,0.9224882169023286
oscore-base,schc,1024,d2,json,dns_message,0.2,knn,algorithm=brute,24953,7405,7852,44736,0.8203917783062181,0.7606462429507697,0.7711539650163792,0.7658640639626783
oscore-base,schc,1024,d2,json,dns_message,0.2,dt,,29692,2666,2810,49778,0.9355355166811857,0.9135437819211125,0.9176092465541752,0.9155720012334259
oscore-base,schc,1024,d2,json,dns_message,0.2,rf,"n_estimators=250,max_depth=9",30099,2259,2371,50217,0.9454947849221859,0.9269787496150292,0.9301872798071574,0.9285802431048312
