protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
oscore-base,schc,64,p2,cbor,dns_message,0.2,nb,,58432,4005,37803,53341,0.7277788268080035,0.6071803397932145,0.9358553421849224,0.7365130583845921
oscore-base,schc,64,p2,cbor,dns_message,0.2,lr,max_iter=5000,58423,4014,4060,87084,0.9474283928350512,0.9350223260726918,0.9357111968864615,0.9353666346461735
oscore-base,schc,64,p2,cbor,dns_message,0.2,knn,algorithm=brute,57586,4851,4463,86681,0.9393544774418711,0.9280729745846025,0.9223056841296027,0.9251803415645132
oscore-base,schc,64,p2,cbor,dns_message,0.2,dt,,57722,4715,4626,86518,0.9391786744454067,0.9258035542439212,0.9244838797507888,0.9251432463837801
oscore-base,schc,64,p2,cbor,dns_message,0.2,rf,"n_estimators=250,max_depth=9",57993,4444,4203,86941,0.943697462576751,0.9324233069650781,0.9288242548488876,0.9306203012043359
