protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
coap,eth,64,d2,json,dns_cbor,0.2,lr,max_iter=5000,42717,0,0,132764,1.0,1.0,1.0,1.0
coap,eth,64,d2,json,dns_cbor,0.2,knn,algorithm=brute,42717,0,0,132764,1.0,1.0,1.0,1.0
coap,eth,64,d2,json,dns_cbor,0.2,dt,,42717,0,0,132764,1.0,1.0,1.0,1.0
coap,eth,64,d2,json,dns_cbor,0.2,rf,"n_estimators=250,max_depth=9",42780,0,0,132701,1.0,1.0,1.0,1.0
