protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
oscore,eth,1024,p1,json,dns_message,0.2,nb,,23118,946,15002,11855,0.6868089786139314,0.9260995234747286,0.4414119224038426,0.5978617176862172
oscore,eth,1024,p1,json,dns_message,0.2,lr,max_iter=600,21970,2094,4478,22379,0.8709373343021544,0.9144363175744699,0.833265070558886,0.8719657120592246
oscore,eth,1024,p1,json,dns_message,0.2,knn,"algorithm=brute,n_jobs=-1",21736,2328,5287,21570,0.8504546257928949,0.9025859904594526,0.8031425699072867,0.8499655206383607
oscore,eth,1024,p1,json,dns_message,0.2,dt,,19700,4364,4172,22685,0.8323677853930599,0.8386631668453547,0.8446587481848308,0.8416502801172411
oscore,eth,1024,p1,json,dns_message,0.2,rf,"n_estimators=250,max_depth=9",22790,1274,4715,22142,0.8823864417430922,0.9455927570891698,0.8244405555348698,0.8808704473574285
