protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
coaps,eth,1024,p1,cbor,dns_cbor,0.2,nb,,20500,3634,13928,11062,0.6424965393697581,0.7527218290691344,0.44265706282513007,0.5574761880763998
coaps,eth,1024,p1,cbor,dns_cbor,0.2,knn,"algorithm=brute,n_jobs=-1",20966,3168,6547,18443,0.802235160003257,0.8534079866734533,0.738015206082433,0.7915280787965924
coaps,eth,1024,p1,cbor,dns_cbor,0.2,dt,,19271,4863,4596,20394,0.8074464620144939,0.8074593182088134,0.8160864345738296,0.8117499552212072
coaps,eth,1024,p1,cbor,dns_cbor,0.2,rf,"n_estimators=250,max_depth=9",22556,1578,4802,20188,0.8701245826887062,0.9275016080124966,0.807843137254902,0.863546924458893
coaps,eth,1024,p1,cbor,dns_cbor,0.2,lr,max_iter=2400,21452,2816,4714,20142,0.846714436935103,0.877341231814618,0.8103476021886064,0.8425147446354624
