protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
oscore-base,eth,1024,d2,json,dns_message,0.2,nb,,23291,717,57,25427,0.9843611088660794,0.9975586774027754,0.970134955014995,0.9836557141650477
oscore-base,eth,1024,d2,json,dns_message,0.2,lr,max_iter=5000,24008,0,0,25484,1.0,1.0,1.0,1.0
oscore-base,eth,1024,d2,json,dns_message,0.2,knn,algorithm=brute,24008,0,0,25484,1.0,1.0,1.0,1.0
oscore-base,eth,1024,d2,json,dns_message,0.2,svm,C=0.01,24008,0,0,25484,1.0,1.0,1.0,1.0
oscore-base,eth,1024,d2,json,dns_message,0.2,dt,,24008,0,0,25484,1.0,1.0,1.0,1.0
oscore-base,eth,1024,d2,json,dns_message,0.2,rf,"n_estimators=250,max_depth=9",24008,0,0,25484,1.0,1.0,1.0,1.0
