protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_data,false_data,false_dns,true_dns,accuracy,precision,recall,f1_score
coaps,eth,1024,p1,json,dns_message,0.2,nb,,10703,14457,1136,23043,0.6839619773404406,0.61448,0.9530170809380041,0.7471911023200766
coaps,eth,1024,p1,json,dns_message,0.2,lr,max_iter=2400,20632,4528,2007,22172,0.8675489977502584,0.8304119850187266,0.9169940857769139,0.8715580101810178
coaps,eth,1024,p1,json,dns_message,0.2,knn,"algorithm=brute,n_jobs=-1",18748,6412,3007,21172,0.809096252457488,0.767546403712297,0.8756358823772695,0.8180360489152484
coaps,eth,1024,p1,json,dns_message,0.2,dt,,21016,4144,4487,19692,0.8250673909078011,0.8261453263970465,0.8144257413457959,0.8202436738519213
coaps,eth,1024,p1,json,dns_message,0.2,rf,"n_estimators=250,max_depth=9",20565,4595,1207,22972,0.882405399379801,0.8333151957050096,0.9500806484966293,0.8878753913345959
