protocol,link_layer,blocksize,network_setup,data_format,dns_format,test_size,classifier,classifier_args,true_dns,false_dns,false_data,true_data,accuracy,precision,recall,f1_score
oscore,schc,64,d1,json,dns_message,0.2,nb,,50316,17284,68686,66227,0.5754840429997087,0.4228164232533907,0.7443195266272189,0.5392868243641548
oscore,schc,64,d1,json,dns_message,0.2,lr,max_iter=5000,53844,13756,5964,128949,0.9026235352792167,0.9002808988764045,0.796508875739645,0.8452216501318599
oscore,schc,64,d1,json,dns_message,0.2,knn,algorithm=brute,55463,12137,8235,126678,0.8994039888797263,0.870718075920751,0.8204585798816568,0.8448415055827202
oscore,schc,64,d1,json,dns_message,0.2,dt,,56065,11535,12152,122761,0.8830346693792497,0.8218625855725112,0.8293639053254438,0.8255962066604328
oscore,schc,64,d1,json,dns_message,0.2,rf,"n_estimators=250,max_depth=9",54284,13316,5804,129109,0.9055863080394839,0.9034083344428172,0.8030177514792899,0.8502600087713802
